gid,in_deg,out_deg,in_kzt,out_kzt,pass_through,depth,is_seed,truncated_by_depth,cluster_id,role,role_score,rule_id,evidence,rule_description,priority_turnover,priority_degree,priority_role,priority_score,why
100000008676812100,1,0,230800.0,0.0,0.0,3,False,False,18,terminal,0.5,observed_terminal,Гипотеза конечного получения. Вход: 1/230800 KZT; выход: 0/0 KZT; k=0.00; depth=3.,не seed; depth<4; out_deg=0; in_kzt≥166819.70 (Q75 положительных входов); предыдущие правила не сработали,0.733540925266904,0.6258896797153025,0.25,0.556183,"P=0.556: оборот 0.73×0.4, связи 0.63×0.3, роль 0.25×0.3. Гипотеза конечного получения. Вход: 1/230800 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008677215100,1,0,9000.0,0.0,0.0,3,False,False,22,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/9000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.06138790035587188,0.6258896797153025,0.025,0.219822,"P=0.220: оборот 0.06×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/9000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008677368100,1,0,13500.0,0.0,0.0,4,False,True,8,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/13500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.11966192170818506,0.6258896797153025,0.010000000000000002,0.238632,"P=0.239: оборот 0.12×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/13500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000008677518100,1,0,48700.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/48700 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.41637010676156583,0.6258896797153025,0.025,0.361815,"P=0.362: оборот 0.42×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/48700 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008679986100,1,0,19000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/19000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.19128113879003558,0.6258896797153025,0.025,0.271779,"P=0.272: оборот 0.19×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/19000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008680061100,1,0,41300.0,0.0,0.0,4,False,True,1,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/41300 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.3776690391459075,0.6258896797153025,0.010000000000000002,0.341835,"P=0.342: оборот 0.38×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/41300 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000008680451100,1,0,23534.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/23534 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2402135231316726,0.6258896797153025,0.025,0.291352,"P=0.291: оборот 0.24×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/23534 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008680731100,0,27,0.0,1464354.0,,0,True,False,11,distributor,0.6,fan_out,Гипотеза распределения. Вход seed неполон. Вход: 0/0 KZT; выход: 27/1464354 KZT; k=н/д; depth=0.,out_deg≥10; предыдущее правило не сработало,0.9515124555160143,0.9897686832740213,0.48,0.821536,"P=0.822: оборот 0.95×0.4, связи 0.99×0.3, роль 0.48×0.3. Гипотеза распределения. Вход seed неполон. Вход: 0/0 KZT; выход: 27/1464354 KZT; k=н/д; depth=0."
100000008680912100,1,1,45112.0,5990.85,0.13279947685759888,3,False,False,32,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/45112 KZT; выход: 1/5991 KZT; k=0.13; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.43994661921708184,0.7704626334519573,0.025,0.414617,"P=0.415: оборот 0.44×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/45112 KZT; выход: 1/5991 KZT; k=0.13; depth=3."
100000008682426100,1,0,20000.0,0.0,0.0,3,False,False,14,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2157473309608541,0.6258896797153025,0.025,0.281566,"P=0.282: оборот 0.22×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008683818100,1,0,17400.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17400 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.17393238434163702,0.6258896797153025,0.025,0.26484,"P=0.265: оборот 0.17×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17400 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008684452100,1,0,51800.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/51800 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.44261565836298933,0.6258896797153025,0.025,0.372313,"P=0.372: оборот 0.44×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/51800 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008684767100,1,0,31100.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/31100 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3220640569395018,0.6258896797153025,0.025,0.324093,"P=0.324: оборот 0.32×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/31100 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008684951100,1,0,17200.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.17259786476868327,0.6258896797153025,0.025,0.264306,"P=0.264: оборот 0.17×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008686214100,1,0,25000.0,0.0,0.0,3,False,False,6,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.26601423487544484,0.6258896797153025,0.025,0.301673,"P=0.302: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/25000 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008686234100,1,0,39778.0,0.0,0.0,1,False,False,1,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/39778 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3669928825622776,0.6258896797153025,0.025,0.342064,"P=0.342: оборот 0.37×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/39778 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008686247100,1,1,22000.0,5000.0,0.22727272727272727,3,False,False,23,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/22000 KZT; выход: 1/5000 KZT; k=0.23; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2873665480427046,0.7704626334519573,0.025,0.353585,"P=0.354: оборот 0.29×0.4, связи 0.77×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/22000 KZT; выход: 1/5000 KZT; k=0.23; depth=3."
100000008686313100,6,7,1912716.0,333800.0,0.17451623764322566,1,False,False,1,coordinator,0.65,coordinator_both_sides,Гипотеза связующего узла. Вход: 6/1912716 KZT; выход: 7/333800 KZT; k=0.17; depth=1.,"in_deg≥3, out_deg≥3, оборот≥1441669.75 KZT (Q95)",0.9750889679715302,0.974644128113879,0.65,0.877429,"P=0.877: оборот 0.98×0.4, связи 0.97×0.3, роль 0.65×0.3. Гипотеза связующего узла. Вход: 6/1912716 KZT; выход: 7/333800 KZT; k=0.17; depth=1."
100000008686494100,1,0,15700.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15700 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.15391459074733096,0.6258896797153025,0.025,0.256833,"P=0.257: оборот 0.15×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15700 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008687492100,1,0,15000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/15000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.14412811387900357,0.6258896797153025,0.025,0.252918,"P=0.253: оборот 0.14×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/15000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008687617100,1,0,43350.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/43350 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3847864768683274,0.6258896797153025,0.025,0.349181,"P=0.349: оборот 0.38×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/43350 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008687671100,1,0,37500.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/37500 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3585409252669039,0.6258896797153025,0.025,0.338683,"P=0.339: оборот 0.36×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/37500 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008687733100,1,0,14650.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/14650 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.13122775800711745,0.6258896797153025,0.025,0.247758,"P=0.248: оборот 0.13×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/14650 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008687990100,1,0,17600.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17600 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.17882562277580072,0.6258896797153025,0.025,0.266797,"P=0.267: оборот 0.18×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17600 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008688109100,1,0,12800.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/12800 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.11343416370106761,0.6258896797153025,0.025,0.240641,"P=0.241: оборот 0.11×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/12800 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008688155100,1,0,23600.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/23600 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2411032028469751,0.6258896797153025,0.025,0.291708,"P=0.292: оборот 0.24×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/23600 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008688476100,1,0,24000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.25,0.6258896797153025,0.025,0.295267,"P=0.295: оборот 0.25×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008688881100,1,0,44211.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/44211 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.3874555160142349,0.6258896797153025,0.025,0.350249,"P=0.350: оборот 0.39×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/44211 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008690762100,1,0,26750.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/26750 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2820284697508897,0.6258896797153025,0.025,0.308078,"P=0.308: оборот 0.28×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/26750 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008690932100,1,0,23000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/23000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.23576512455516013,0.6258896797153025,0.025,0.289573,"P=0.290: оборот 0.24×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/23000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008691027100,1,0,17534.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17534 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.17660142348754448,0.6258896797153025,0.025,0.265907,"P=0.266: оборот 0.18×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17534 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008691168100,1,0,24000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.25,0.6258896797153025,0.025,0.295267,"P=0.295: оборот 0.25×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/24000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008691330100,1,0,21440.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/21440 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2255338078291815,0.6258896797153025,0.025,0.28548,"P=0.285: оборот 0.23×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/21440 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008691495100,1,0,27000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/27000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2873665480427046,0.6258896797153025,0.025,0.310214,"P=0.310: оборот 0.29×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/27000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008692291100,3,3,160000.0,156000.0,0.975,3,False,False,5,transit,0.6,balanced_observed_flow,Гипотеза транзита. Вход: 3/160000 KZT; выход: 3/156000 KZT; k=0.97; depth=3.,"не seed; in_deg>0, out_deg>0; 0.8≤k≤1.2; предыдущие правила не сработали",0.7878113879003559,0.9314946619217082,0.39,0.711573,"P=0.712: оборот 0.79×0.4, связи 0.93×0.3, роль 0.39×0.3. Гипотеза транзита. Вход: 3/160000 KZT; выход: 3/156000 KZT; k=0.97; depth=3."
100000008693069100,1,0,20000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2157473309608541,0.6258896797153025,0.025,0.281566,"P=0.282: оборот 0.22×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/20000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008695133100,1,0,36610.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/36610 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.35231316725978645,0.6258896797153025,0.025,0.336192,"P=0.336: оборот 0.35×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/36610 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008695157100,1,0,425546.0,0.0,0.0,4,False,True,6,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/425546 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.8340747330960854,0.6258896797153025,0.010000000000000002,0.524397,"P=0.524: оборот 0.83×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/425546 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000008695495100,1,0,21000.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/21000 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2237544483985765,0.6258896797153025,0.025,0.284769,"P=0.285: оборот 0.22×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/21000 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008695566100,1,0,33700.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/33700 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.33540925266903915,0.6258896797153025,0.025,0.329431,"P=0.329: оборот 0.34×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/33700 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008695689100,1,0,26200.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/26200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2802491103202847,0.6258896797153025,0.025,0.307367,"P=0.307: оборот 0.28×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/26200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008696692100,1,0,19000.0,0.0,0.0,2,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/19000 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.19128113879003558,0.6258896797153025,0.025,0.271779,"P=0.272: оборот 0.19×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/19000 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008696919100,1,0,31945.0,0.0,0.0,1,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/31945 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.326067615658363,0.6258896797153025,0.025,0.325694,"P=0.326: оборот 0.33×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/31945 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008697670100,1,0,25350.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/25350 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.26868327402135234,0.6258896797153025,0.025,0.30274,"P=0.303: оборот 0.27×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/25350 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008699083100,1,0,238500.0,0.0,0.0,4,False,True,12,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/238500 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.7411032028469751,0.6258896797153025,0.010000000000000002,0.487208,"P=0.487: оборот 0.74×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/238500 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000008701222100,0,0,0.0,0.0,,0,True,False,90,peripheral,0.1,seed_no_outgoing,Seed без исходящих; нет наблюдаемых связей. Вход: 0/0 KZT; выход: 0/0 KZT; k=н/д; depth=0.,is_seed=True и out_deg=0: недостаточно данных о функции seed,0.0,0.0,0.010000000000000002,0.0,"P=0.000: оборот 0.00×0.4, связи 0.00×0.3, роль 0.01×0.3. Seed без исходящих; нет наблюдаемых связей. Вход: 0/0 KZT; выход: 0/0 KZT; k=н/д; depth=0."
100000008701256100,1,0,58250.0,0.0,0.0,2,False,False,32,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/58250 KZT; выход: 0/0 KZT; k=0.00; depth=2.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.4679715302491103,0.6258896797153025,0.025,0.382456,"P=0.382: оборот 0.47×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/58250 KZT; выход: 0/0 KZT; k=0.00; depth=2."
100000008701944100,1,0,52124.0,0.0,0.0,1,False,False,15,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/52124 KZT; выход: 0/0 KZT; k=0.00; depth=1.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.44395017793594305,0.6258896797153025,0.025,0.372847,"P=0.373: оборот 0.44×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/52124 KZT; выход: 0/0 KZT; k=0.00; depth=1."
100000008703533100,1,0,75000.0,0.0,0.0,4,False,True,5,peripheral,0.1,depth_cutoff,Обрыв depth=4; продолжение неизвестно. Вход: 1/75000 KZT; выход: 0/0 KZT; k=0.00; depth=4.,depth=4 и out_deg=0: продолжение потока не наблюдается,0.5120106761565836,0.6258896797153025,0.010000000000000002,0.395571,"P=0.396: оборот 0.51×0.4, связи 0.63×0.3, роль 0.01×0.3. Обрыв depth=4; продолжение неизвестно. Вход: 1/75000 KZT; выход: 0/0 KZT; k=0.00; depth=4."
100000008706846100,1,0,14200.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/14200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.12811387900355872,0.6258896797153025,0.025,0.246512,"P=0.247: оборот 0.13×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/14200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008706947100,1,0,17200.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/17200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.17259786476868327,0.6258896797153025,0.025,0.264306,"P=0.264: оборот 0.17×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/17200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
100000008707810100,1,0,26200.0,0.0,0.0,3,False,False,2,peripheral,0.25,no_rule,Порогов ролей не достиг; требуется контекст. Вход: 1/26200 KZT; выход: 0/0 KZT; k=0.00; depth=3.,Ни одно из упорядоченных правил ролей не выполнено; функция по этим метрикам не установлена,0.2802491103202847,0.6258896797153025,0.025,0.307367,"P=0.307: оборот 0.28×0.4, связи 0.63×0.3, роль 0.03×0.3. Порогов ролей не достиг; требуется контекст. Вход: 1/26200 KZT; выход: 0/0 KZT; k=0.00; depth=3."
